sec,dt,tp,wv,wd,rh,pr
107,2020.1.1 1:00,-5.9,1.7,50,40,1033
107,2020.1.1 2:00,-5.7,0.1,0,42,1032.8
107,2020.1.1 3:00,-5.6,0,0,46,1032.7
107,2020.1.1 4:00,-5.4,0,0,50,1032.8
107,2020.1.1 5:00,-5.2,0,0,55,1032.3
107,2020.1.1 6:00,-4.8,1.9,70,58,1032.5
107,2020.1.1 7:00,-4.6,2.1,50,62,1032.8
107,2020.1.1 8:00,-4.6,1.8,50,64,1032.9
107,2020.1.1 9:00,-4.3,2.3,50,70,1033.4
107,2020.1.1 10:00,-4.2,1.9,70,76,1034
107,2020.1.1 11:00,-3.4,1.5,70,75,1033.5
107,2020.1.1 12:00,-2.2,1.7,50,72,1032.4
107,2020.1.1 13:00,-1,1.6,90,67,1031.6
107,2020.1.1 14:00,-0.4,1.2,90,65,1031.5
107,2020.1.1 15:00,0.3,0,0,62,1031.3
107,2020.1.1 16:00,0.3,0,0,64,1031.7
107,2020.1.1 17:00,0.2,0.9,290,65,1031.7
107,2020.1.1 18:00,0.1,0.8,50,66,1031.8
107,2020.1.1 19:00,0.1,0.3,0,65,1031.8
107,2020.1.1 20:00,0,1.7,70,67,1031.5
107,2020.1.1 21:00,-0.4,2.5,50,71,1031.7
107,2020.1.1 22:00,-0.9,1.5,50,71,1031.8
107,2020.1.1 23:00,-0.9,1,50,70,1032
107,2020.1.2 0:00,-0.7,2.1,70,70,1031.3
107,2020.1.2 1:00,-0.7,2.2,50,72,1030.8
107,2020.1.2 2:00,-0.6,2.2,70,70,1030.4
107,2020.1.2 3:00,-0.6,2.3,70,70,1030.3
107,2020.1.2 4:00,-0.7,2.1,50,70,1030.3
107,2020.1.2 5:00,-0.5,1.5,20,67,1030.2
107,2020.1.2 6:00,-0.6,1.7,50,69,1030.4
107,2020.1.2 7:00,-0.5,1.9,50,65,1030.6
107,2020.1.2 8:00,-0.4,2.3,70,67,1030.5
107,2020.1.2 9:00,-0.1,2.4,70,67,1031.1
107,2020.1.2 10:00,0.7,2,50,62,1031
107,2020.1.2 11:00,1.7,2,50,57,1030.8
107,2020.1.2 12:00,2.5,1,50,56,1029.8
107,2020.1.2 13:00,3.4,1.8,200,56,1028.7
107,2020.1.2 14:00,3.7,2.3,290,58,1028.2
107,2020.1.2 15:00,3.8,2.8,290,58,1028.5
107,2020.1.2 16:00,3.7,2.5,290,58,1028.7
107,2020.1.2 17:00,3.3,3.1,270,62,1028.7
107,2020.1.2 18:00,2.7,2.2,270,61,1028.3
107,2020.1.2 19:00,2,2,290,64,1028.6
107,2020.1.2 20:00,1.2,0.7,320,66,1028.9
107,2020.1.2 21:00,0.5,0.9,270,68,1029.2
107,2020.1.2 22:00,0.3,0.4,0,70,1029.1
107,2020.1.2 23:00,-0.4,1.5,270,74,1029.1
107,2020.1.3 0:00,0,2.6,270,74,1028.8
107,2020.1.3 1:00,-0.5,1.4,290,78,1028.7
107,2020.1.3 2:00,-1.1,1.4,360,80,1028.7
107,2020.1.3 3:00,-1.5,1.5,290,82,1028.2
107,2020.1.3 4:00,-1.8,2.2,270,81,1028.1
107,2020.1.3 5:00,-2,1.5,290,81,1028
107,2020.1.3 6:00,-2.5,2.4,290,85,1028
107,2020.1.3 7:00,-3,1.4,290,86,1027.9
107,2020.1.3 8:00,-3.3,1.7,270,86,1028
107,2020.1.3 9:00,-2.6,2.2,290,74,1028.3
107,2020.1.3 10:00,-1,2.2,320,60,1029
107,2020.1.3 11:00,0.1,3.2,320,48,1028.5
107,2020.1.3 12:00,1.7,2.4,320,42,1028.1
107,2020.1.3 13:00,2.9,2,270,35,1026.9
107,2020.1.3 14:00,4,3.1,270,30,1026
107,2020.1.3 15:00,4.1,2.9,290,28,1026
107,2020.1.3 16:00,4.3,2.1,340,30,1026.3
107,2020.1.3 17:00,3.3,2.2,320,35,1026
107,2020.1.3 18:00,2.2,1.3,320,38,1026.4
107,2020.1.3 19:00,1.3,1.8,290,39,1027
107,2020.1.3 20:00,0.6,1.2,320,43,1027.2
107,2020.1.3 21:00,-0.5,1.2,270,48,1027.2
107,2020.1.3 22:00,-0.8,0.6,270,50,1026.8
107,2020.1.3 23:00,-1,0.6,320,55,1026.4
107,2020.1.4 0:00,-1.5,1.4,270,58,1026
107,2020.1.4 1:00,-1.6,1,290,59,1025.7
107,2020.1.4 2:00,-1.9,0.7,360,63,1025.5
107,2020.1.4 3:00,-2.1,1.1,50,59,1026
107,2020.1.4 4:00,-2.3,1.5,50,62,1025.9
107,2020.1.4 5:00,-2.7,1.4,20,64,1025.4
107,2020.1.4 6:00,-2.4,1.3,50,64,1025.4
107,2020.1.4 7:00,-1.8,1.6,50,62,1025.3
107,2020.1.4 8:00,-1.8,1.1,70,63,1025.5
107,2020.1.4 9:00,-1.5,1.6,50,62,1026.2
107,2020.1.4 10:00,0.1,1.2,50,54,1026.5
107,2020.1.4 11:00,2,1.3,50,49,1026.2
107,2020.1.4 12:00,4.2,2.8,340,51,1025.5
107,2020.1.4 13:00,5,2.9,320,42,1024.9
107,2020.1.4 14:00,5.6,4,340,40,1024.7
107,2020.1.4 15:00,6.1,2.2,320,33,1024.8
107,2020.1.4 16:00,5.6,3.4,340,34,1025.2
107,2020.1.4 17:00,4.7,3.5,290,36,1025.6
107,2020.1.4 18:00,3.6,1.5,270,41,1026.2
107,2020.1.4 19:00,2.7,0.8,290,44,1026.8
107,2020.1.4 20:00,1.8,0.5,20,45,1027.3
107,2020.1.4 21:00,1.6,1.9,360,43,1027.5
107,2020.1.4 22:00,1.2,3.3,290,45,1028.1
107,2020.1.4 23:00,0.7,3.5,320,48,1028.2
107,2020.1.5 0:00,-0.3,0.8,290,53,1028.3
107,2020.1.5 1:00,-1,1.6,290,53,1028.2
107,2020.1.5 2:00,-1.5,0.8,320,52,1028.6
107,2020.1.5 3:00,-1.7,2,270,55,1029.5
107,2020.1.5 4:00,-2.1,0.7,340,55,1029.5
107,2020.1.5 5:00,-2.4,0.9,340,55,1029.7
107,2020.1.5 6:00,-2.6,0,0,58,1030.3
107,2020.1.5 7:00,-3,0.4,0,59,1031
107,2020.1.5 8:00,-3.1,1,50,61,1031.4
107,2020.1.5 9:00,-2.7,0.7,50,58,1032
107,2020.1.5 10:00,-0.6,0.8,20,50,1032.6
107,2020.1.5 11:00,2.1,0.7,110,42,1032.1
107,2020.1.5 12:00,4,1.1,70,35,1031.3
107,2020.1.5 13:00,5.5,0.8,110,33,1030.2
107,2020.1.5 14:00,6,1.8,230,32,1030
107,2020.1.5 15:00,6.5,0.9,230,30,1029.9
107,2020.1.5 16:00,5.9,1.2,250,29,1030.2
107,2020.1.5 17:00,5,1.1,230,30,1030.7
107,2020.1.5 18:00,4,0.3,0,37,1030.9
107,2020.1.5 19:00,3.3,1.2,320,40,1030.7
107,2020.1.5 20:00,2.9,1,50,42,1030.6
107,2020.1.5 21:00,2,1.8,50,46,1030.3
107,2020.1.5 22:00,1.3,1.3,50,44,1030.9
107,2020.1.5 23:00,0.7,2.2,70,47,1030.5
107,2020.1.6 0:00,0.8,1.3,70,46,1030.2
107,2020.1.6 1:00,0.7,2.3,70,50,1029.6
107,2020.1.6 2:00,1.2,3.4,70,44,1029.5
107,2020.1.6 3:00,1.1,2.7,90,43,1029.7
107,2020.1.6 4:00,1.5,1.8,90,41,1029.1
107,2020.1.6 5:00,1.7,1.7,90,40,1028.8
107,2020.1.6 6:00,2,2.1,90,40,1028.6
107,2020.1.6 7:00,2.1,1.6,70,42,1028.7
107,2020.1.6 8:00,2.2,1.3,70,43,1028.9
107,2020.1.6 9:00,2.5,0.7,90,42,1029.5
107,2020.1.6 10:00,3,2,70,44,1028.6
107,2020.1.6 11:00,3.5,3.4,70,45,1028.5
107,2020.1.6 12:00,4.5,3.5,70,51,1027.7
107,2020.1.6 13:00,4,3.6,70,58,1026.5
107,2020.1.6 14:00,3.9,4.9,70,65,1025.5
107,2020.1.6 15:00,3.7,4.5,70,70,1024.9
107,2020.1.6 16:00,3.3,3.9,70,79,1024.7
107,2020.1.6 17:00,3,3.5,70,83,1024.5
107,2020.1.6 18:00,2.8,4.5,70,89,1024.1
107,2020.1.6 19:00,3.1,4.7,70,92,1023.6
107,2020.1.6 20:00,3.4,4.8,70,92,1023.4
107,2020.1.6 21:00,3.6,4.5,70,93,1022.9
107,2020.1.6 22:00,3.8,4.3,70,94,1022.2
107,2020.1.6 23:00,4,3.4,70,94,1021.8
107,2020.1.7 0:00,4.2,4.4,70,95,1020.5
107,2020.1.7 1:00,4.3,4.5,70,95,1019.8
107,2020.1.7 2:00,4.4,5.1,70,95,1018.9
107,2020.1.7 3:00,4.6,4.5,70,95,1017.9
107,2020.1.7 4:00,5.1,2.9,70,95,1017.6
107,2020.1.7 5:00,5.3,3.1,90,95,1016.9
107,2020.1.7 6:00,5.5,3.3,70,95,1016.6
107,2020.1.7 7:00,5.6,3.4,90,95,1016.5
107,2020.1.7 8:00,5.6,3.8,70,95,1016.5
107,2020.1.7 9:00,5.8,3.6,90,94,1016.5
107,2020.1.7 10:00,6,4,70,94,1015.8
107,2020.1.7 11:00,6.3,4.1,70,93,1014.8
107,2020.1.7 12:00,6.4,4.3,70,94,1013.3
107,2020.1.7 13:00,6.6,2.9,70,95,1012.2
107,2020.1.7 14:00,6.7,3.6,70,95,1010.2
107,2020.1.7 15:00,6.5,4,70,95,1009.4
107,2020.1.7 16:00,6.7,4.8,70,96,1008
107,2020.1.7 17:00,6.8,5,70,96,1007
107,2020.1.7 18:00,7,5.3,70,96,1005.5
107,2020.1.7 19:00,7.1,5.6,70,95,1004
107,2020.1.7 20:00,7,5.3,70,95,1002
107,2020.1.7 21:00,7.2,4.8,70,95,1000.9
107,2020.1.7 22:00,7.3,3.9,90,96,1000.2
107,2020.1.7 23:00,7.5,4.2,70,95,999
107,2020.1.8 0:00,7.7,0.7,90,96,997.8
107,2020.1.8 1:00,8.7,5,230,96,997.7
107,2020.1.8 2:00,6.5,5.8,230,95,998.7
107,2020.1.8 3:00,5,5.3,250,95,1000.3
107,2020.1.8 4:00,3.1,3.8,250,95,1002.2
107,2020.1.8 5:00,2.4,4.8,270,95,1004.1
107,2020.1.8 6:00,1.8,6,270,95,1006.2
107,2020.1.8 7:00,1.5,3.2,290,95,1007.6
107,2020.1.8 8:00,1.6,2.5,290,95,1009.9
107,2020.1.8 9:00,2.2,1.8,290,95,1011.9
107,2020.1.8 10:00,2.7,2.8,290,94,1013.7
107,2020.1.8 11:00,3.1,2.5,270,91,1014.6
107,2020.1.8 12:00,3.2,3.3,270,87,1015.4
107,2020.1.8 13:00,3.4,2.7,290,85,1016.1
107,2020.1.8 14:00,3.6,2.2,270,83,1016.3
107,2020.1.8 15:00,3.9,1.9,270,80,1016.4
107,2020.1.8 16:00,3.9,1.8,270,80,1017.1
107,2020.1.8 17:00,3.9,2.2,290,81,1018.1
107,2020.1.8 18:00,3.4,3.7,270,83,1018.9
107,2020.1.8 19:00,2.3,4,270,83,1019.7
107,2020.1.8 20:00,1.5,3.3,270,83,1020.9
107,2020.1.8 21:00,0.2,4.9,270,81,1022
107,2020.1.8 22:00,0,3,270,82,1022.6
107,2020.1.8 23:00,-0.3,3.1,290,75,1022.8
107,2020.1.9 0:00,-0.4,3.9,270,73,1023.2
107,2020.1.9 1:00,-0.5,2.1,290,70,1023.2
107,2020.1.9 2:00,-0.5,1,270,70,1023.2
107,2020.1.9 3:00,-0.6,2.2,270,70,1023.4
107,2020.1.9 4:00,-0.8,1.4,290,73,1023.3
107,2020.1.9 5:00,-0.9,2.4,320,72,1023.3
107,2020.1.9 6:00,-1.8,1.4,320,70,1023.6
107,2020.1.9 7:00,-2.3,1.2,320,74,1024.3
107,2020.1.9 8:00,-2.8,2.5,290,75,1024.3
107,2020.1.9 9:00,-2.7,1.9,290,73,1024.5
107,2020.1.9 10:00,-2.1,2.5,320,68,1025.4
107,2020.1.9 11:00,-1.6,3.3,290,63,1025.3
107,2020.1.9 12:00,-0.7,3.3,320,57,1024.4
107,2020.1.9 13:00,0.1,3.6,320,51,1023.6
107,2020.1.9 14:00,1.1,3.3,290,51,1022.9
107,2020.1.9 15:00,1.7,2.6,290,49,1023
107,2020.1.9 16:00,1.6,2.2,320,49,1023.3
107,2020.1.9 17:00,0.6,3.1,290,55,1023.7
107,2020.1.9 18:00,-0.4,2.6,290,60,1024.2
107,2020.1.9 19:00,-0.8,3.4,270,61,1024.8
107,2020.1.9 20:00,-1.2,2.4,270,62,1025
107,2020.1.9 21:00,-1.7,0.5,320,67,1025.5
107,2020.1.9 22:00,-2.3,0.6,340,67,1025.7
107,2020.1.9 23:00,-2.6,0.6,320,72,1025.8
107,2020.1.10 0:00,-3.1,1.1,270,76,1025.6
107,2020.1.10 1:00,-3.2,0.6,320,78,1025.5
107,2020.1.10 2:00,-3.6,0.9,70,77,1025.7
107,2020.1.10 3:00,-3.5,0.6,20,78,1026
107,2020.1.10 4:00,-3.9,1.1,50,83,1025.6
107,2020.1.10 5:00,-4.3,2.1,90,77,1025.2
107,2020.1.10 6:00,-4.3,1.4,50,80,1024.8
107,2020.1.10 7:00,-4.1,0,0,77,1025.4
107,2020.1.10 8:00,-3.8,1.3,20,79,1025.2
107,2020.1.10 9:00,-3,0,0,74,1025.8
107,2020.1.10 10:00,-1.8,0.9,270,68,1026.2
107,2020.1.10 11:00,0.1,1.5,270,62,1025.7
107,2020.1.10 12:00,1.8,0.8,200,55,1024
107,2020.1.10 13:00,2,3.2,320,53,1023.4
107,2020.1.10 14:00,3,2.2,290,44,1022.3
107,2020.1.10 15:00,3.8,2.9,270,43,1022.4
107,2020.1.10 16:00,3.7,2.2,320,41,1022.2
107,2020.1.10 17:00,2.7,2.8,290,40,1022.6
107,2020.1.10 18:00,1.8,2.6,290,45,1023
107,2020.1.10 19:00,1,2.8,290,59,1022.9
107,2020.1.10 20:00,0.5,1.6,290,63,1022.6
107,2020.1.10 21:00,-0.2,1.4,320,62,1022.6
107,2020.1.10 22:00,-0.3,2.2,290,62,1022.9
107,2020.1.10 23:00,-0.9,1.4,270,61,1022.7
107,2020.1.11 0:00,-1.1,1.5,270,66,1022.3
107,2020.1.11 1:00,-1.5,0.6,270,68,1022.2
107,2020.1.11 2:00,-1.7,0.7,290,75,1022
107,2020.1.11 3:00,-1.8,1.1,50,71,1021.9
107,2020.1.11 4:00,-2.2,1.4,20,75,1021.4
107,2020.1.11 5:00,-2,0.4,0,72,1021.4
107,2020.1.11 6:00,-1.8,0.8,360,73,1021.5
107,2020.1.11 7:00,-2,0.6,320,78,1021.5
107,2020.1.11 8:00,-2.5,1.6,20,81,1021.5
107,2020.1.11 9:00,-2.4,1.1,20,77,1022.2
107,2020.1.11 10:00,-1,0.1,0,70,1022.6
107,2020.1.11 11:00,1.5,1.5,290,60,1022.1
107,2020.1.11 12:00,2.6,1.1,290,52,1020.9
107,2020.1.11 13:00,3.5,2.7,250,44,1020
107,2020.1.11 14:00,3.4,3.1,320,40,1019.3
107,2020.1.11 15:00,3.1,3.2,320,41,1018.9
107,2020.1.11 16:00,3.6,3,290,45,1018.8
107,2020.1.11 17:00,2.3,2.9,320,51,1018.5
107,2020.1.11 18:00,1.1,2.9,320,52,1019
107,2020.1.11 19:00,0.2,1.4,340,53,1019.1
107,2020.1.11 20:00,0,4.6,340,54,1019
107,2020.1.11 21:00,-0.3,3.1,340,54,1018.8
107,2020.1.11 22:00,-0.7,2.7,270,60,1018.8
107,2020.1.11 23:00,-1.1,1.9,290,64,1019.1
107,2020.1.12 0:00,-1.4,2.4,270,67,1018.8
107,2020.1.12 1:00,-1.5,2.6,270,66,1018.6
107,2020.1.12 2:00,-1.7,2.5,290,67,1018.5
107,2020.1.12 3:00,-1.9,1.4,360,67,1018.2
107,2020.1.12 4:00,-2.3,2.1,290,73,1017.8
107,2020.1.12 5:00,-2.8,1,340,75,1017.5
107,2020.1.12 6:00,-3.1,1.8,340,72,1017.6
107,2020.1.12 7:00,-3.3,1.5,290,70,1018
107,2020.1.12 8:00,-3.3,1.7,290,71,1018
107,2020.1.12 9:00,-3,2.2,320,70,1018.5
107,2020.1.12 10:00,-2,1.7,320,63,1019.2
107,2020.1.12 11:00,-0.7,2.3,320,57,1019
107,2020.1.12 12:00,0.4,3.6,270,47,1018.2
107,2020.1.12 13:00,1.3,3,290,41,1017.5
107,2020.1.12 14:00,1.9,3.9,290,41,1016.9
107,2020.1.12 15:00,2.4,3,290,41,1016.8
107,2020.1.12 16:00,2.5,2.8,290,43,1017
107,2020.1.12 17:00,1.1,3.2,290,53,1017.5
107,2020.1.12 18:00,0,3.4,270,60,1017.7
107,2020.1.12 19:00,-0.4,2.7,270,62,1018.2
107,2020.1.12 20:00,-0.9,1.9,290,62,1018.6
107,2020.1.12 21:00,-0.9,2.8,270,62,1019.4
107,2020.1.12 22:00,-1.4,3,270,64,1020.1
107,2020.1.12 23:00,-1.9,2.3,290,73,1020.3
107,2020.1.13 0:00,-2,2.7,270,73,1020.6
107,2020.1.13 1:00,-2.4,2,290,72,1020.1
107,2020.1.13 2:00,-3.2,1.6,320,73,1020.4
107,2020.1.13 3:00,-3.9,0.7,320,72,1021
107,2020.1.13 4:00,-4.2,0.9,360,72,1020.8
107,2020.1.13 5:00,-4.4,0.7,340,73,1021
107,2020.1.13 6:00,-4.6,1.1,290,75,1021.3
107,2020.1.13 7:00,-4.3,1.9,270,71,1021.8
107,2020.1.13 8:00,-3.9,3.1,270,71,1022.4
107,2020.1.13 9:00,-3.9,3.7,290,66,1023.2
107,2020.1.13 10:00,-3,2.8,290,55,1023.7
107,2020.1.13 11:00,-2.2,2.9,340,54,1024
107,2020.1.13 12:00,-1.5,3.4,320,45,1023.6
107,2020.1.13 13:00,-0.7,2.8,320,37,1022.9
107,2020.1.13 14:00,-0.2,4.5,270,34,1023.2
107,2020.1.13 15:00,-0.4,4.3,320,33,1023.4
107,2020.1.13 16:00,0,3.2,290,30,1023.4
107,2020.1.13 17:00,-0.9,3.4,320,30,1023.4
107,2020.1.13 18:00,-1.9,2.4,270,34,1023.8
107,2020.1.13 19:00,-2.3,2.7,270,38,1024.9
107,2020.1.13 20:00,-2.8,1.7,290,38,1025.1
107,2020.1.13 21:00,-3,1.9,360,37,1025.2
107,2020.1.13 22:00,-3.6,1.2,360,40,1025.7
107,2020.1.13 23:00,-4.2,1,340,45,1025.9
107,2020.1.14 0:00,-4.4,0.5,340,46,1025.6
107,2020.1.14 1:00,-4.4,1.2,340,49,1025.6
107,2020.1.14 2:00,-4.4,1.3,290,53,1025.4
107,2020.1.14 3:00,-4.6,0.7,360,55,1025.6
107,2020.1.14 4:00,-4.9,0.9,290,60,1025.6
107,2020.1.14 5:00,-5.4,1,20,64,1025.6
107,2020.1.14 6:00,-5.5,2.1,50,63,1025.4
107,2020.1.14 7:00,-5.5,1.7,50,58,1026
107,2020.1.14 8:00,-5.5,1.7,50,59,1026
107,2020.1.14 9:00,-4.6,2.2,50,57,1026
107,2020.1.14 10:00,-3.5,1.3,50,51,1026.4
107,2020.1.14 11:00,-1.4,1.1,110,41,1026.3
107,2020.1.14 12:00,0.3,1.4,290,35,1025.7
107,2020.1.14 13:00,1,1.8,320,34,1024.8
107,2020.1.14 14:00,2,2.7,290,30,1024.4
107,2020.1.14 15:00,2,3.2,320,33,1024.4
107,2020.1.14 16:00,2.2,2.4,290,22,1024.7
107,2020.1.14 17:00,1,1.9,290,23,1025.1
107,2020.1.14 18:00,-0.2,1.9,290,28,1025.8
107,2020.1.14 19:00,-0.8,2.3,320,29,1026.4
107,2020.1.14 20:00,-1.7,1.2,290,41,1027
107,2020.1.14 21:00,-2.3,1.1,290,45,1027.3
107,2020.1.14 22:00,-3,1.4,290,46,1027.5
107,2020.1.14 23:00,-3.2,0.9,340,44,1027.6
107,2020.1.15 0:00,-3.8,0.8,270,46,1028.1
107,2020.1.15 1:00,-4.1,1.4,290,52,1028
107,2020.1.15 2:00,-4.9,1.3,270,53,1028
107,2020.1.15 3:00,-5.1,1.8,290,56,1028.4
107,2020.1.15 4:00,-5.3,2.4,270,58,1028.1
107,2020.1.15 5:00,-5.5,1.7,290,61,1028.2
107,2020.1.15 6:00,-5.9,1,290,62,1028.8
107,2020.1.15 7:00,-6.2,1.3,270,59,1029
107,2020.1.15 8:00,-6.3,2.2,270,59,1029.6
107,2020.1.15 9:00,-5.7,2.3,320,55,1029.5
107,2020.1.15 10:00,-3.9,1.3,290,42,1029.7
107,2020.1.15 11:00,-2,2.2,270,31,1029.9
107,2020.1.15 12:00,-1.3,2.8,320,31,1029.4
107,2020.1.15 13:00,0.2,2.1,340,26,1028.3
107,2020.1.15 14:00,0.7,3.1,320,28,1027.6
107,2020.1.15 15:00,1.7,2.2,270,31,1027.4
107,2020.1.15 16:00,2,3.1,230,27,1027.4
107,2020.1.15 17:00,0.8,2.3,270,30,1027.9
107,2020.1.15 18:00,-0.3,2,320,35,1028.4
107,2020.1.15 19:00,-1.1,2.1,270,41,1028.8
107,2020.1.15 20:00,-1.6,1.8,290,46,1029.4
107,2020.1.15 21:00,-1.8,1.7,290,49,1029.1
107,2020.1.15 22:00,-2.5,0.8,50,51,1029.2
107,2020.1.15 23:00,-3.1,1.6,20,42,1028.7
107,2020.1.16 0:00,-2.9,1.5,360,39,1028.2
107,2020.1.16 1:00,-3.9,1.5,50,46,1028.3
107,2020.1.16 2:00,-4.4,0.5,20,48,1028.4
107,2020.1.16 3:00,-4.4,0.9,340,52,1028.8
107,2020.1.16 4:00,-5.1,1.4,290,52,1028.8
107,2020.1.16 5:00,-4.9,2.2,270,51,1028.9
107,2020.1.16 6:00,-4.9,1.7,270,53,1029
107,2020.1.16 7:00,-5.2,0.7,290,54,1029
107,2020.1.16 8:00,-5.4,1.1,290,56,1029
107,2020.1.16 9:00,-4.8,0.9,320,50,1029.1
107,2020.1.16 10:00,-3.1,1.2,320,43,1029.2
107,2020.1.16 11:00,-1,1.2,250,35,1029
107,2020.1.16 12:00,0.6,1.6,290,30,1027.9
107,2020.1.16 13:00,2.2,1.9,290,25,1026.7
107,2020.1.16 14:00,2.4,2.1,320,26,1025.7
107,2020.1.16 15:00,3,2.4,320,26,1025.5
107,2020.1.16 16:00,2.6,3.6,290,28,1025.6
107,2020.1.16 17:00,1.5,4,320,32,1025.5
107,2020.1.16 18:00,0.6,2.2,320,34,1025.9
107,2020.1.16 19:00,0.2,2.6,320,37,1026.4
107,2020.1.16 20:00,-0.9,1.9,290,45,1026.3
107,2020.1.16 21:00,-1.1,1.4,230,47,1026.2
107,2020.1.16 22:00,-1.5,1.6,320,49,1025.9
107,2020.1.16 23:00,-2.3,1.3,270,55,1025.9
107,2020.1.17 0:00,-2.3,0.6,340,52,1025.6
107,2020.1.17 1:00,-2.8,0.6,290,56,1025.5
107,2020.1.17 2:00,-3.1,0.5,290,57,1025.5
107,2020.1.17 3:00,-3.1,0.9,20,50,1025.6
107,2020.1.17 4:00,-3.6,0.8,50,56,1025.3
107,2020.1.17 5:00,-3.9,1.1,20,54,1024.9
107,2020.1.17 6:00,-4.4,1.4,20,57,1024.8
107,2020.1.17 7:00,-4.6,1.5,20,57,1024.8
107,2020.1.17 8:00,-4.7,1.8,50,57,1024.9
107,2020.1.17 9:00,-4,1,50,52,1024.8
107,2020.1.17 10:00,-2.2,1.7,20,43,1025.1
107,2020.1.17 11:00,0,1.1,360,34,1024.8
107,2020.1.17 12:00,1.7,0.9,250,33,1024.1
107,2020.1.17 13:00,3.3,1.4,320,32,1022.9
107,2020.1.17 14:00,4.2,2,270,31,1022.2
107,2020.1.17 15:00,4.4,2.3,320,29,1021.8
107,2020.1.17 16:00,4.1,2.5,320,29,1021.9
107,2020.1.17 17:00,3,1.8,290,30,1021.8
107,2020.1.17 18:00,1.8,2.4,290,32,1021.8
107,2020.1.17 19:00,1.1,3.3,290,37,1022.1
107,2020.1.17 20:00,0.6,3.1,290,42,1022.2
107,2020.1.17 21:00,-0.2,1.3,290,46,1022.3
107,2020.1.17 22:00,-0.3,1.7,320,46,1022.3
107,2020.1.17 23:00,-0.4,0.6,20,44,1022.4
107,2020.1.18 0:00,-0.8,0.8,320,52,1022.5
107,2020.1.18 1:00,-1.3,1.7,270,54,1022.4
107,2020.1.18 2:00,-1.7,1.4,270,63,1022.4
107,2020.1.18 3:00,-2.1,1.9,320,62,1022.3
107,2020.1.18 4:00,-2.5,1.6,290,62,1021.8
107,2020.1.18 5:00,-2.9,1.3,50,61,1021.7
107,2020.1.18 6:00,-3.2,1.9,20,62,1021.9
107,2020.1.18 7:00,-3.4,1.2,20,59,1022.2
107,2020.1.18 8:00,-4,1,290,68,1022.5
107,2020.1.18 9:00,-3.6,1.3,270,63,1022.7
107,2020.1.18 10:00,-1.1,1.5,270,54,1023
107,2020.1.18 11:00,0.9,1.3,270,45,1022.7
107,2020.1.18 12:00,2.3,1.5,290,39,1022.4
107,2020.1.18 13:00,4.1,2.3,270,34,1021.2
107,2020.1.18 14:00,5,2,270,31,1020.6
107,2020.1.18 15:00,5.7,2.1,270,26,1020.3
107,2020.1.18 16:00,5.6,3.2,270,19,1020.2
107,2020.1.18 17:00,4.3,3.2,290,23,1020.7
107,2020.1.18 18:00,2.9,3.1,270,33,1021.4
107,2020.1.18 19:00,1.6,2.4,270,41,1021.3
107,2020.1.18 20:00,1,2.7,290,35,1021.3
107,2020.1.18 21:00,0.3,1,270,41,1021.5
107,2020.1.18 22:00,-0.3,0.9,270,50,1021.5
107,2020.1.18 23:00,-0.3,0,0,54,1021
107,2020.1.19 0:00,-0.3,0.1,0,59,1020.9
107,2020.1.19 1:00,-0.2,0.2,0,60,1020.2
107,2020.1.19 2:00,0,1.1,270,63,1020
107,2020.1.19 3:00,0.3,1.8,270,63,1020.3
107,2020.1.19 4:00,0.6,1.9,270,63,1019.9
107,2020.1.19 5:00,0.4,0.9,270,63,1019.2
107,2020.1.19 6:00,0,0.1,0,66,1018.5
107,2020.1.19 7:00,0.1,1.2,20,65,1018.6
107,2020.1.19 8:00,0.4,1.2,20,65,1018.9
107,2020.1.19 9:00,0.9,0.7,20,63,1018.8
107,2020.1.19 10:00,1,0.7,200,91,1018.7
107,2020.1.19 11:00,2.7,1.4,200,74,1018.5
107,2020.1.19 12:00,4,3.3,230,66,1017.7
107,2020.1.19 13:00,3.1,3.7,290,79,1017.4
107,2020.1.19 14:00,4.7,3.6,270,63,1016.9
107,2020.1.19 15:00,4.9,6,320,51,1016.7
107,2020.1.19 16:00,4.8,5.6,320,44,1017.3
107,2020.1.19 17:00,4.2,3.1,290,49,1017.7
107,2020.1.19 18:00,3.4,2.3,270,59,1018.1
107,2020.1.19 19:00,2.8,2.7,270,62,1018.8
107,2020.1.19 20:00,2.3,3.1,270,60,1019.2
107,2020.1.19 21:00,1.8,2.5,270,62,1019.4
107,2020.1.19 22:00,1.2,1.6,290,63,1019.5
107,2020.1.19 23:00,0.5,1.7,290,70,1020.1
107,2020.1.20 0:00,-0.1,1.4,290,72,1020.4
107,2020.1.20 1:00,-0.3,0.9,340,70,1020.5
107,2020.1.20 2:00,-1,0.3,0,69,1020.5
107,2020.1.20 3:00,-0.5,0.2,0,59,1020.4
107,2020.1.20 4:00,0,1.3,270,58,1020.4
107,2020.1.20 5:00,-0.1,0.4,0,59,1020.5
107,2020.1.20 6:00,-0.5,1.9,270,59,1020.5
107,2020.1.20 7:00,-0.5,2.5,270,58,1021.2
107,2020.1.20 8:00,-0.5,1.5,320,61,1021.6
107,2020.1.20 9:00,-0.3,2.4,320,59,1022.3
107,2020.1.20 10:00,0.7,2,320,50,1022.9
107,2020.1.20 11:00,2.1,3,270,39,1022.9
107,2020.1.20 12:00,3.6,3.7,250,29,1022.6
107,2020.1.20 13:00,5,3.3,250,25,1021.2
